Increasing_precision,Increasing_recall,Increasing_f1-score,Increasing_support,Decreasing_precision,Decreasing_recall,Decreasing_f1-score,Decreasing_support,Neutral_precision,Neutral_recall,Neutral_f1-score,Neutral_support,accuracy,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support
0.4673300457907714,0.4745595993919342,0.4709170770664182,11183,0.45553711169077543,0.5381454851059856,0.4934075342465753,10709,0.38859903381642513,0.2758573388203018,0.3226634576815082,7290,0.4482557741073264,0.437155397099324,0.42952080777274054,0.42899602299816725,29182,0.44333444546968853,0.4482557741073264,0.44213499977995085,29182
0.4608257356756356,0.55593311276044,0.5039312636783659,11183,0.4774478481488442,0.474460733962088,0.47594960423399374,10709,0.38165973460091107,0.2643347050754458,0.31234297755085505,7290,0.4531903228017271,0.43997777280846356,0.43157618393265795,0.4307412818210716,29182,0.4471490190229336,0.4531903228017271,0.4458017935646199,29182
0.45508474576271185,0.5762317803809354,0.5085427928816636,11183,0.4753170731707317,0.4549444392567,0.46490767689298157,10709,0.3996227996647108,0.2615912208504801,0.3161996352180401,7290,0.45312178740319375,0.4433415395327181,0.4309224801627051,0.4298833683308951,29182,0.4486544259476909,0.45312178740319375,0.4444803545124424,29182
0.45607593182762923,0.5886613609943665,0.5139555763750635,11183,0.4754224270353303,0.4624147912970399,0.46882840236686385,10709,0.40650969529085873,0.24156378600823045,0.3030459473412494,7290,0.4556233294496608,0.4460026847179394,0.43087997943321227,0.4286099753610589,29182,0.45079335190939923,0.4556233294496608,0.44470747473328726,29182
0.4772707366208286,0.48725744433515156,0.48221238938053096,11183,0.45552340678091846,0.5733495190960874,0.5076897635191004,10709,0.4101726551563229,0.2411522633744856,0.30373185901865923,7290,0.45737098211226096,0.4476555995193567,0.4339197422685748,0.4312113373060969,29182,0.4525281840496599,0.45737098211226096,0.4469753985406946,29182
0.46130952380952384,0.5405526245193597,0.49779717544365304,11183,0.46784495581415697,0.49929965449621816,0.4830608004336435,10709,0.39255753925575393,0.2503429355281207,0.30572074713125047,7290,0.45291618120759375,0.44057067295981156,0.4300650715145662,0.4288595743361823,29182,0.44653281124495103,0.45291618120759375,0.4444064207873715,29182
0.47095803081282095,0.4756326567110793,0.47328380121902386,11183,0.454449710373881,0.5641049584461668,0.5033747187734355,10709,0.40108813928182807,0.25281207133058986,0.3101388304585612,7290,0.45243643341786033,0.44216529348951,0.4308498954959454,0.4289324501503402,29182,0.44744562203886623,0.45243643341786033,0.4435708548564175,29182
0.46476471044267,0.536081552356255,0.49788223569470974,11183,0.46525063721325405,0.5113455971612663,0.4872102851550337,10709,0.4030578329270995,0.249519890260631,0.3082267220198254,7290,0.4554177232540607,0.4443577268610079,0.4323156799260508,0.43110641428985624,29182,0.449527943007185,0.4554177232540607,0.4465877866158496,29182
0.4554032039098561,0.5999284628453904,0.5177696314875555,11183,0.47989586346543245,0.4647492763096461,0.47220113851992407,10709,0.3978916401078696,0.22263374485596707,0.2855132377517811,7290,0.45606880954012746,0.44439690249438607,0.4291038280036678,0.4251613359197535,29182,0.45002429194577503,0.45606880954012746,0.44302690989465027,29182
0.4676002651640703,0.5046052043279978,0.48539847748483933,11183,0.4708377518557794,0.5389858997105239,0.5026123301985371,10709,0.39505664263645723,0.26310013717421127,0.315850144092219,7290,0.4568912343225276,0.44449821988543564,0.435563747070911,0.43462031725853184,29182,0.4506661015274181,0.4568912343225276,0.449360364890733,29182
0.4720680393912265,0.471519270321023,0.47179349528027553,11183,0.46158000308594355,0.5586889532169204,0.5055130750707617,10709,0.38792079207920793,0.26872427983539093,0.3175040518638574,7290,0.4528476458090604,0.44052294485212595,0.4329775011244448,0.43160354073829826,29182,0.4471982630325845,0.4528476458090604,0.44562438204165683,29182
0.4594730780305212,0.5707770723419476,0.5091126620139581,11183,0.4757562076749436,0.49201606125688674,0.48374954094748446,10709,0.40640569395017795,0.23497942386831275,0.29778357235984354,7290,0.4579878006990611,0.4472116598852142,0.432590852489049,0.4302152584404287,29182,0.45219169928391084,0.4579878006990611,0.44701264395216106,29182
